Project,No of Types,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,FAN-OUT,FAN-IN
lewishenson_FluentMetacritic,53,34,110,92,13,55,1185,143,44,40,2.65,73,73
lfreeland_Salesforce-Bulk-API-Starter,423,6974,70,7020,0,16,81732,177,243,247,0.7,623,623
liam-middlebrook_drawille-sharp,2,4,12,0,2,7,117,21,0,0,0.76,1,1
liarjo_WAMSVODButler,13,38,44,31,3,21,882,129,1,1,2.82,16,16
liefdiy_Mysoft.OnlineLibrary,73,49,234,74,6,130,6296,628,8,8,3.6,88,88
LightBuzz_Kinect-HTML5,7,22,9,0,7,4,360,49,0,0,0,6,6
LightDawn_Core,210,168,793,553,29,538,14099,1848,53,53,20.11,192,192
lightsonfire_BTHomeHub_Portfowarding_Automation,7,5,31,4,0,6,217,34,0,0,0.6,3,3
liGhun_RSSharp,41,8,71,116,6,59,2549,207,0,0,1,34,34
liGhun_Spinnaker,20,39,98,33,22,38,1578,271,0,0,3.55,28,28
LinetGuevara_GitLinet,29,3,41,84,0,37,983,78,0,0,0,18,18
linquize_ude,204,819,525,33,153,474,189336,1185,165,204,40.23,255,255
linshixiong_EmdoorBarcodeTools,18,43,128,55,17,46,2846,504,0,0,4,33,33
lionelandrew_NightmareGameDemo,130,386,558,108,172,338,8420,1292,32,42,34.28,136,136
LiquimindInc_BluetoothBear,15,1,71,29,0,49,1088,82,2,2,0,39,39
LithiumToast_Monoceros,63,46,127,82,11,73,2259,238,11,13,7.55,90,90
LithiumToast_Project-Euler,26,1,45,1,0,26,743,109,23,23,0,2,2
litovets_CrossZero,19,54,111,58,28,48,1673,242,3,3,7.51,51,51
littlesome_LuaDevelop,837,3361,5063,1929,842,2862,109949,13660,208,219,275.63,2203,2203
lmmsoft_PhotoGPS,99,57,266,127,8,229,7173,550,29,32,6.73,170,170
loctanvo_Fluent.Time,7,2,25,6,0,23,169,25,0,0,0,2,2
LogosBible_LogosGit,19,5,28,48,0,20,825,65,0,0,1,13,13
lomatus_SharpDxf,84,504,388,407,125,312,16137,2180,74,58,44.33,341,341
longjoel_Romflow,28,73,127,59,43,49,2190,248,0,0,6.7,47,47
longqinsi_Immutable-Collections-For-.Net-4.0,37,17,266,55,1,143,2776,343,16,14,6.49,31,31
longqinsi_ImmutableObjectGraph-Net40,10,13,71,20,0,55,748,84,3,3,2.33,6,6
lontivero_Open.WinKeyboardHook,5,28,29,0,5,3,244,58,1,1,1.86,6,6
LordJZ_AimpBetterCoverDisplay,9,16,47,7,5,12,1360,108,1,1,1.86,10,10
LordJZ_BinObjJunctions,2,13,18,0,0,4,478,64,0,0,1.79,1,1
loresoft_Calculator,35,45,114,57,3,50,2403,298,5,8,6.91,54,54
loresoft_Estimator,45,9,87,165,4,42,2143,111,8,14,0,32,32
lothrop_StatusBar.iOS,7,6,7,10,0,6,128,8,1,1,1.33,5,5
lotosbin_BinbinMessageQueue,7,0,28,3,0,17,204,38,4,5,0,3,3
lozanotek_Zelda,9,0,48,12,0,36,528,63,6,6,0,0,0
lsxqw2004_MetroLogWebTarget,40,26,134,61,1,86,1386,218,14,15,6.79,28,28
lubosch_Bakalarka,31,29,89,130,8,46,2519,204,0,0,4.07,21,21
lucaspiller_ysflight-organiser,31,21,109,26,4,56,1854,251,6,6,2.74,32,32
Lucidpaper_Program5Solution,41,29,85,24,14,18,1656,282,2,2,2.28,14,14
LudoRathowm_Platformer-master,24,0,42,0,0,40,544,102,0,0,0,0,0
luguandao_SSystem.Processors,11,28,48,19,9,28,650,102,2,2,2.68,9,9
luisrudge_configurator,7,2,16,2,2,10,153,24,1,1,0,6,6
lukebuehler_XhtmlDumper,5,4,18,3,0,8,361,40,2,2,0.33,4,4
lukezwak_WebFormsMVVM,11,4,40,7,0,19,300,57,3,3,1.5,10,10
lukos_COM.PixelPin.Utilities.SChannel,9,21,20,12,0,0,1083,513,0,0,3.5,8,8
lutzroeder_Mapack,6,24,38,30,0,29,2146,433,0,0,2.91,7,7
lvendrame_kemel-orm,306,609,1484,632,287,1217,22224,3111,112,125,89.93,694,694
lxconan_TplWorkshop,20,21,51,37,0,38,639,57,7,7,2.67,21,21
lytedev_LyricShow,21,44,94,21,24,22,1521,225,0,0,6.74,21,21
lytico_dblinq2007,773,1270,4202,1953,186,1892,75023,9283,280,320,200.73,1618,1618
lytico_xwt-mobile,438,685,1799,852,253,1015,22923,2693,261,414,85.48,815,815
lytithwyn_firefox-extension-killer,4,8,36,3,1,4,439,82,0,0,2.82,3,3
LyubomirVlahov_SteamTradeBotConfigurator,13,44,80,30,0,37,2293,238,0,0,4.71,12,12
m-gs_attendanceSystem,27,86,279,101,0,105,11369,669,0,0,17.52,47,47
M-Zuber_Hour-Tracker,25,21,80,21,6,44,862,129,0,0,2.93,33,33
m42e_BrowSel,4,2,7,2,0,4,129,22,0,0,0.4,5,5
m4bwav_DotNetJsonPrettyPrinter,16,12,36,20,2,30,375,49,10,10,1.65,26,26
M4GV5_NINSS,21,25,77,15,13,54,930,139,7,6,5.17,37,37
mabako_Git.hub,26,16,48,91,2,46,1154,64,0,0,1.42,25,25
maca88_FluentValidation.WebApi2,10,9,40,9,0,12,636,94,1,1,0.25,11,11
maca88_PowerArhitecture,408,282,1447,389,44,1005,15467,2247,167,177,45.33,455,455
maceyldn_CasparCGPlayout,286,1036,900,522,519,559,22016,2503,20,20,70.5,386,386
mach87_dimples,6,7,10,0,2,7,144,15,0,0,0.78,2,2
macper_dndhelper,326,338,858,986,67,529,15756,1699,114,152,40.55,994,994
MACSkeptic_MACSkeptic.Commons,19,2,75,5,0,71,459,90,5,5,0.57,11,11
madhon_Closure,2,4,3,2,1,2,77,4,0,0,0.5,1,1
madhon_tophat-sqlite,2,0,2,0,0,2,13,2,0,0,0,0,0
madrang_GtkRegexNet,5,1,8,4,0,7,83,17,0,0,0,0,0
mafutrct_Zysl,12,25,91,22,1,70,1041,178,7,7,3.81,7,7
Magmaware_KMMobile,1188,5717,3066,1043,4137,2220,100075,10809,465,627,208.37,2699,2699
magnum-opus_game,4,4,14,0,0,2,158,18,0,0,1.66,2,2
MainMethod1_TrailMix-for-peel-admin-panel,0,0,0,0,0,0,0,0,0,0,0,0,0
Maixy_PhotoDrop,84,135,426,164,54,296,4592,670,34,39,15.67,186,186
majidiust_TaavoniUT3SMSManager,176,582,1037,364,230,318,10191,1138,8,8,92,298,298
Majiir_GeodesicGrid,16,10,82,14,0,57,1107,194,0,0,2.75,18,18
makefriends_MakeFriendsMVC,18,7,73,17,0,43,817,170,5,4,0,16,16
maksimu_csharp-samples,21,21,40,12,0,10,776,82,0,0,2.52,6,6
malahx_QuickExit,19,52,36,27,5,10,771,48,9,9,3.75,18,18
malahx_QuickHide,20,66,62,46,20,13,1386,135,8,8,4.94,24,24
malahx_QuickRevert,22,53,43,48,11,15,1076,70,13,13,4.44,18,18
malahx_QuickScroll,23,79,81,50,9,17,1893,266,7,7,4.58,43,43
managed-commons_SvgNet,60,57,691,222,3,490,7662,1389,40,51,8.21,77,77
mangelperis_AD,41,18,62,11,0,42,622,82,1,1,3.9,4,4
manologomez_Vulcano,88,76,464,207,5,373,7693,1004,14,12,10.34,156,156
manuelspezzani_trello-release-notes,16,9,24,30,0,17,322,32,8,7,0.55,25,25
Maquiz_RiftRave,4,4,4,10,0,4,136,4,0,0,2,0,0
marceldupr_Nomad,18,17,45,23,0,22,546,66,5,5,1.86,24,24
marcinbujar_autostage,2,10,10,0,5,1,108,20,0,0,1.89,1,1
marcinKotynia_zenSQLcompare,10,15,54,19,11,13,1436,110,0,0,0.87,6,6
marcoaoteixeira_PersonalFinance,56,18,46,106,1,39,1405,52,25,25,2.25,33,33
marcoparenzan_TSAIM2013-Core,74,23,104,71,5,61,1404,162,19,24,6.39,40,40
marcopierobon_RecoverDynamicsCrmRecords,6,5,10,3,0,6,128,23,1,1,1.5,6,6
marcsances_EQPlugin,2,3,3,2,2,3,52,5,0,0,1.5,1,1
marek-g_MonoDevelop.Debugger.Gdb.Windows,10,38,92,3,4,40,1343,231,2,2,3.41,16,16
mariecurieorguk_redirect-utility,14,4,16,8,0,10,221,26,5,5,0,14,14
marinoscar_DataEx,77,62,416,147,10,301,3685,534,30,35,13.91,113,113
marius1_FunBoardTracker,43,22,64,98,0,43,4010,120,0,0,3.25,32,32
mariusmg_efbog2,16,29,22,8,21,13,642,71,0,0,1.93,22,22
Mariusz3100_FS,0,0,0,0,0,0,0,0,0,0,0,0,0
mark-s_TascheAtWork,67,26,168,119,2,110,3225,227,23,17,5.23,68,68
marked-one_EasyCollections,13,4,69,22,0,39,830,88,9,11,1.1,6,6
MarkerMetro_MarkerMetro.Unity.WinLegacy,118,74,662,154,3,543,10305,933,9,9,16.61,54,54
markeverard_Chief2moro.ImageDataExtensions,10,3,26,14,0,19,332,48,0,0,0.5,12,12
markfrommn_perfcomp,2,2,5,8,0,4,89,8,0,0,0.75,1,1
markhigham_orchardspike,900,798,3717,1120,20,2313,44871,5879,462,572,111.5,2003,2003
MarkPearl_LicenseGeneratorWorkflow,26,50,68,69,20,33,906,82,2,2,4.67,43,43
markrendle_XMap,15,46,72,1,9,46,817,122,2,2,3.04,15,15
maronta_pro,19,45,126,34,2,69,4660,529,0,0,4.37,20,20
martin1_projecteuler,18,4,34,0,0,21,635,152,0,0,0,19,19
martin31821_midi4dmxc3,35,100,191,68,20,105,3076,384,11,10,17.55,76,76
MartinF_Dynamo.Templates,12,13,45,3,5,26,406,77,7,7,1.35,7,7
martinlindhe_PhpDeobfuscator,2,0,8,0,0,4,117,19,0,0,0,1,1
martinogg_CardGeneratorANKI,30,40,136,14,17,74,2184,322,7,9,14.9,40,40
martinrue_Tinyweb,70,21,160,66,2,106,1660,269,26,26,2.5,106,106
martinusso_fixturefactory.net,3,3,22,0,0,5,252,27,0,0,1.69,2,2
Martynnw_AndroidDemos,6,20,14,20,0,7,382,26,0,0,1,3,3
marxistpokemon_Diana,78,234,304,268,54,254,7144,888,22,32,22.56,226,226
masakapanda_gifpaper,52,122,145,43,93,77,3338,250,0,0,6.33,62,62
masbicudo_InterSiteLogin,319,84,512,167,6,419,7710,728,49,49,28.43,195,195
Master109_DRODRPG,194,970,1834,408,252,1136,35124,4432,32,32,62.2,272,272
MasterQ32_I2P.Sam,6,10,20,6,0,16,403,49,0,0,1.94,5,5
mastersign_MapMap,16,39,79,63,20,11,1291,231,0,0,2.17,15,15
mastersign_mediacategorizer-transcripter,3,29,23,4,0,6,1045,49,0,0,1.44,2,2
mastersign_SPAWN,2,3,13,12,0,2,209,34,0,0,0,1,1
mastoj_TJOwin,8,2,7,6,0,6,99,8,1,1,0,11,11
mastrosoft_mastrosoft.Umbraco.LanguageSelector,2,3,5,2,0,3,190,26,0,0,0.67,1,1
matchy2_EvernoteOAuth,2,17,15,8,0,6,335,23,0,0,1.8,1,1
mathnet_mathnet-neodym,42,47,120,46,7,87,2391,198,27,30,4.61,18,18
mattfurness_TfsLamp,55,39,89,74,0,56,1074,110,18,18,2.96,102,102
matthewbednarski_CmdLine,3,16,38,16,0,28,708,110,0,0,1.9,2,2
matthewdeanmartin_buddhist.types,17,4,22,70,0,13,1560,36,0,0,3,21,21
MatthewKing_DeviceId,7,10,27,4,0,24,405,37,3,3,1.72,7,7
MatthewPadden_SportsStore,10,12,11,22,9,8,240,21,2,2,0,11,11
MattKotsenas_outlook-timecard-addin,10,8,20,8,0,9,317,31,0,0,1,9,9
mattwarren_AppHarborLookout,27,10,30,68,0,11,879,49,13,7,0.89,12,12
mauricekoster_testframe-suite,28,60,135,59,3,50,2333,259,0,0,9.64,43,43
mauriciodavid70_Monarch,1,0,4,0,0,0,67,14,0,0,0,0,0
Mauzao_Xamarin,11,21,54,16,0,17,665,94,0,0,7.62,5,5
Maxerio_PhoneCallPlus,27,39,66,19,1,42,944,95,8,8,9.48,27,27
maxtyutmanov_Addicto,58,36,100,39,0,43,1609,187,18,18,7.66,44,44
Maxwe11_fast-member,20,50,199,36,3,138,3128,352,0,0,4.38,21,21
Mazrick_jni4net,588,1441,3059,355,2,1110,32746,6015,301,402,1.88,784,784
mbaraz_Survey,118,99,460,271,8,213,4904,679,80,75,22.4,209,209
mbarrett_ot-api-tool,68,46,70,69,12,51,1646,97,35,35,2.73,100,100
mbatest_Binhed,512,4523,1078,1796,2155,680,55679,7311,243,311,137.81,938,939
mberthely_CMS-for-Training-School,1,0,0,0,0,0,3,0,0,0,0,0,0
MBulli_Envar-Editor,9,8,47,17,0,12,644,86,0,0,1.84,8,8
mcash_csharp-rsa-example,2,0,17,0,0,5,239,27,0,0,0,0,0
McGill-DMaS_TALF,49,83,61,3,61,52,2272,418,0,0,2.82,114,114
mchristensson_carryall,11,28,43,8,0,16,730,60,7,9,3.85,4,4
mcintyre321_NTraits,3,4,13,0,0,12,78,15,0,0,0.5,2,2
mcjs_mcjs,85,197,626,158,88,498,10380,1312,36,65,19.05,233,233
MCSDFDBSWADZDSBL_MCSDFDBSWADZBSBL,4,22,25,0,2,13,801,196,0,0,0,1,1
mdpolzin_SeniorProject,12,62,75,9,17,57,1211,254,0,0,4.22,24,24
Measter_PortraitBuilder,19,114,114,3,84,33,4163,367,0,0,7.31,27,27
Measter_TitleGenerator,57,239,319,38,163,121,6728,1361,25,51,14.74,138,138
meebey_jabber-net,763,1721,3244,1283,561,2184,158598,9054,496,688,124.25,1292,1292
meekaah_SwitchSpeak,178,1361,791,687,1284,510,21667,1458,92,119,17.61,320,320
mehfuzh_AutoBox,67,92,286,64,4,206,3794,506,21,21,20.32,116,116
mellibo_MappingByCodeConvention,32,2,19,71,0,19,507,25,21,22,1,5,5
Menliat_SitemapGenerator,18,27,50,14,0,31,405,60,11,13,5.71,21,21
merces_filegrab,4,6,20,3,0,4,327,51,0,0,0.91,1,1
mercury2269_SQLiteDemo,5,0,7,5,0,3,93,14,2,1,0,5,5
mertsakarya_MS.Apphbfiy,34,23,69,41,6,37,795,95,9,9,1.97,46,46
mertsakarya_MS.Youtube.Playlist.Downloader,78,77,210,149,13,116,4463,622,6,6,10.53,109,109
merttasci_BilgiYarismasi,4,20,22,15,0,1,747,50,0,0,0.81,1,1
merttasci_BlockBreakerGame,7,49,46,37,5,15,895,108,0,0,2.55,4,4
merttasci_Keylogger,5,22,25,4,0,18,360,41,0,0,1.56,2,2
merttasci_PipeConnect,5,13,16,16,3,5,408,62,0,0,1.38,2,2
merttasci_SameGame,5,15,16,9,4,6,315,43,0,0,1.25,2,2
merttasci_SivilcePatlatma,6,29,26,22,6,3,602,60,0,0,1.7,5,5
merttasci_Twitter-Manager,7,30,37,3,0,4,483,63,0,0,2.38,4,4
Metaflow_sc2drill-client,107,221,466,196,46,266,8649,1237,13,11,27.04,207,207
mg-alfa-dev_DeployToAzure,64,48,166,14,25,123,1826,260,7,7,3.8,79,79
mganss_AhoCorasick,7,6,26,14,0,25,435,43,2,2,0,4,4
mganss_Glob.cs,3,4,39,8,0,29,698,109,0,0,0,1,1
mgravell_avro.net,24,23,74,21,1,56,915,171,9,11,3.88,23,23
mgroves_Baseball-Ipsum,3,7,7,0,0,6,77,17,0,0,0.33,2,2
mguzdial3_MineMLP,39,142,281,6,50,213,3382,587,0,0,20.08,72,72
mialejandriastartup_Logs,4,2,17,9,2,13,435,38,0,0,1,3,3
Miaplaza_FirstOrderLogicLib,43,31,237,19,16,164,1734,319,35,59,13.27,161,161
MicaelBelin_devchallenge,59,66,228,115,1,115,3122,336,19,20,13.2,93,93
MicaelBelin_MUtil,3,5,22,10,2,20,371,52,0,0,2.15,3,3
michael-krueske_reflective-type-inference.net,3,1,14,0,0,6,327,23,0,0,0,0,0
michaelnoonan_RazorSharpEmail,12,15,55,13,0,28,359,72,3,3,2.52,9,9
michaelschnyder_webauthme,41,27,45,120,3,36,1060,59,7,7,7.9,37,37
michaKFromParis_slnStartupProject,5,8,9,0,6,6,186,37,0,0,0.34,3,3
micrexp_gtkwebkitsharp,519,368,2098,287,368,266,13663,2104,0,0,0,270,270
MicrosoftResearch_NaiadSamples,25,29,128,0,3,116,5495,656,2,2,3.75,26,26
Microsoft_lumia-imaging-quickstart,8,9,31,9,0,6,623,54,0,0,2.32,4,4
Microsoft_o365rwsclient,63,16,76,112,1,62,1745,135,52,62,4.52,36,36
Microsoft_o365tosplunkdataimportapp,4,8,16,1,0,15,244,24,0,0,1.17,2,2
Microsoft_referencesource,106,178,527,167,16,283,12446,930,20,21,24.01,168,168
Microsoft_rss-reader-wp,11,25,61,25,2,22,1342,116,0,0,6.01,28,28
mierzynskim_bomberman,67,119,205,89,11,142,3857,466,34,36,16.84,205,205
migrap_BitcoinCharts,10,9,20,5,3,16,197,26,0,0,1.5,6,6
MiguelZF_SafeChat,77,124,370,61,14,267,4504,691,46,48,16.05,189,189
mikadomethod_kata-dotnet,4,2,6,0,0,5,42,6,0,0,0.25,4,4
MikaelEliasson_PayMe,50,5,61,111,0,57,1272,72,20,25,0,66,66
mikbe_OBS_Timer,6,8,31,5,0,8,282,36,0,0,0.9,1,1
mikdsouza_MusicSorter,7,12,26,13,0,6,383,45,2,3,1.93,3,3
mike-ward_Calendar,22,238,200,65,5,57,5057,625,0,0,8.57,41,41
mikebluestein_YetAnotherApp,6,5,18,9,0,4,371,26,0,0,1.42,3,3
mikeedwards83_VirtualSummit,35,55,28,46,54,23,950,36,23,17,0.5,17,17
mikefourie_RegularExpressionScratchpad,19,33,102,21,0,34,2061,329,7,7,10.64,29,29
MikeGaardsdal_Saato,39,12,65,304,6,56,2720,123,2,2,1.48,31,31
mikegoatly_T4TemplateSample,4,8,12,9,0,11,323,26,1,1,2,3,3
mikescott8_nwvdnug_forms,8,16,21,21,1,7,485,31,2,2,2.81,4,4
mikevalenty_faken,12,99,40,117,0,38,1156,49,1,1,5.19,14,14
mikeyoon_WPFCodingTest,69,194,326,145,85,153,5216,770,21,24,18.07,83,83
MikeZTM_MCLauncherW,8,27,39,12,1,14,769,113,0,0,2.49,7,7
mikhtonyuk_SekaiFrameworkNet,64,92,252,2,10,157,2404,289,22,25,14.96,123,123
mikkelhm_Mikkelhm-Blog,7,0,13,5,0,13,244,29,0,0,0,1,1
mikstar_Occulas_Maz3d,0,0,0,0,0,0,0,0,0,0,0,0,0
MilenPavlov_SportsStore,10,12,11,22,9,8,231,20,2,2,0,11,11
MillerMark_UltimateDevKeyboard,45,218,472,111,3,188,7728,964,4,4,14.53,116,116
Mimetis_SyncWinRT,683,2561,4142,1238,1071,2606,79235,11974,191,219,154.82,1535,1535
mindcandy_lu-battle-rpg,0,0,0,0,0,0,0,0,0,0,0,0,0
mindrevolution_uClamAV,9,2,20,14,0,2,473,67,0,0,0.88,7,7
mingceng_merge-gridviewcell,1,0,6,0,0,3,161,27,0,0,0,0,0
mintyben_MyNetFramework,13,22,78,10,0,44,1038,127,3,3,6.24,2,2
mio991_REST_Server,18,40,68,19,7,48,1036,142,7,8,5.37,34,34
mirabeau-nl_DatabaseReleaseTool,42,32,83,28,16,41,1377,188,13,14,1.74,81,81
mirhagk_BF_Optimizer,2,0,8,4,0,3,146,49,0,0,0,1,1
mironiasty_Stuff,3,1,10,0,0,7,84,15,0,0,0.6,2,2
mitko100_CSharp,241,197,464,507,2,244,9046,833,14,19,46.21,177,177
mjlefevre_CfgDotNet,13,7,44,11,0,31,447,79,6,10,2.16,10,10
mkalten_TUIO11_NET,42,270,513,126,30,396,9468,1140,18,27,27.84,81,81
mkmpvtltd1_SQl-Web-Admin,13,14,68,26,1,36,852,105,2,2,2.37,12,12
mknayak_simple-oauth2,20,17,58,25,2,35,1160,74,7,11,2.5,22,22
mkorz_Integra,7,2,19,19,0,16,618,50,3,3,0,6,6
mkoscielniak_SSMScripter,50,28,144,68,0,80,1738,236,10,10,6.08,90,90
mlittle_avaya-moagent-client,33,67,115,15,25,91,1827,337,22,22,13.51,41,41
mlorbetske_n3p-mvvm,27,17,90,32,1,64,1065,158,11,9,3.94,24,24
mmaitre314_TrafficMonitor,51,19,36,171,6,15,1657,76,10,11,2,17,17
mmintz1_SWE6633,43,9,80,88,0,70,1208,156,8,14,1.98,55,55
moadh_FlashScore,15,2,26,38,0,15,302,26,2,2,0,4,4
ModernSteward_ModernSteward,50,121,189,42,31,88,2903,500,2,2,11.14,69,69
modiCAS_prism,529,616,1320,812,149,649,25704,2342,200,243,112.77,730,743
modo-lv_XsdDownloader,2,1,2,4,1,1,90,13,0,0,0,1,1
mogade_mogade-csharp,44,24,160,94,12,92,2652,250,8,6,4.82,48,48
MohammadYounes_OWIN-MixedAuth,10,3,27,17,3,15,597,53,1,1,0,15,15
mohemohe_Rhinemaidens.Lorelei,22,28,102,30,11,55,1776,195,1,1,0.93,44,44
mojtaba-khallash_NHazm,18,58,61,12,24,53,1155,129,0,0,10.79,17,17
moljac_Xamarin.SignalR.1.1.4,527,927,2816,1096,130,1723,45060,5506,160,171,100.21,1158,1158
moltin_csharp-sdk,5,13,23,0,7,15,290,42,2,2,0.67,4,4
momenh_ge.eas,33,40,120,21,17,95,2211,330,13,13,4.04,86,86
mones88_PasswordBook,15,3,48,22,0,30,409,56,6,3,1,16,16
MonoCross_CustomerManagement,28,5,54,37,1,27,877,104,4,4,0.89,26,31
monoscape_monoscape,243,96,490,349,14,277,7462,891,140,143,14.78,488,488
mono_dbus-sharp-glib,6,5,24,5,2,16,221,27,0,0,1,6,6
MonsterFag_YouMetATerribleFateHaventYou,756,2030,2783,1328,337,1594,64613,8745,490,622,157.07,2286,2286
monstrU_GuestBookMVC,7,0,28,13,0,16,198,29,2,2,0,6,6
morfeillo_AD,19,8,27,2,0,20,305,54,0,0,1.66,3,3
moto2002_UnitySocket,257,591,1708,682,9,905,50974,6817,140,153,88.69,1100,1100
mplynch_fractalgen,11,37,46,13,0,12,1498,94,2,2,2.86,14,14
mqcloud_csharp,65,54,120,48,20,89,1507,165,28,38,4.13,82,82
mqrelly_ColorChannelMixer,6,4,20,23,0,4,646,105,0,0,0,3,3
MrCircuit_XAMLMarkupExtensions,33,40,143,64,6,87,3429,289,14,20,8.86,47,47
MRCollective_AspNet.Mvc.Grid,32,57,199,94,1,91,2365,269,11,12,8.8,55,55
MRCollective_MiniProfiler.NHibernate,4,6,7,4,0,5,118,15,0,0,0.4,3,3
mrdrbob_NFountain,73,98,158,107,53,82,3156,409,46,47,7,146,146
mrpeu_ExcelSummarizer,11,11,23,15,0,12,605,56,0,0,0,10,10
MrTiggr_Murphy,84,257,654,201,3,438,9499,1463,44,47,17.54,185,185
mrward_kbinding-sharpdevelop,30,43,133,92,0,87,1829,224,0,0,6.73,40,40
mrward_xdt,44,99,255,120,6,85,4253,616,21,27,13.82,86,86
ms-iot_sample-rccar,9,18,53,15,0,34,1061,139,0,0,4.13,10,10
msarca_html5,12,167,124,7,26,71,16301,3998,0,0,5.08,22,22
mschuler_Lifx.Lib,74,121,189,110,30,87,2411,303,42,76,7.69,144,144
MSiccDev_PortableUserVoice,26,5,58,32,2,31,4382,134,0,0,0,22,22
msin_WpfMdiApp1,25,15,61,28,0,37,814,122,6,6,1.34,20,20
msl2430_PCBSSPhoenix,57,15,142,195,3,92,1981,224,22,24,3.27,61,61
MSOpenTech_vipr-t4templatewriter,23,12,135,48,3,118,1452,226,8,11,5.34,27,27
msoriano0202_MV5FinalExam,18,7,32,57,0,32,522,32,0,0,0,20,20
msusur_DependencyInjection-Implementation,17,4,53,7,0,34,431,60,9,12,0.47,32,32
mszcool_AzureFiles2014Sample,1,0,4,0,0,2,53,8,0,0,0,0,0
mtapalla_XsaLib,10,15,42,28,3,39,820,55,6,6,4.26,8,8
mtconnect_mtlinq,10,6,25,33,0,22,679,59,5,5,1.33,18,18
mthogan_CobaltCassandra,6,9,36,13,0,27,452,81,0,0,1.66,2,2
mtolly_X360,178,393,907,321,55,431,20698,2713,24,24,40.29,524,524
mtutty_SeleniumScriptRunner,22,92,126,58,24,75,1954,223,1,1,5.4,37,37
mtysgithub_LAN_Communication_Framework,539,955,4405,773,64,2788,55176,10096,250,265,152,1391,1391
murrple-1_APNGManagement,53,51,145,170,24,89,2985,424,35,48,6.03,68,68
Mushroog_KSP_Proximity,6,72,49,0,6,12,1465,257,0,0,1.79,0,0
MusicDemon_CPlan.SRP,10,49,36,22,19,34,1016,131,0,0,3.19,11,11
mvba_hbm-to-fnh,49,75,141,32,10,120,1801,269,11,11,3.4,91,91
mwiedemeyer_ProxySwitcher,264,386,817,410,196,530,13786,1409,22,22,104.71,478,478
mwijnands_Parsers,7,0,26,9,0,26,235,34,3,3,0,8,8
myget_webhooks-sign-package,2,0,7,0,0,5,93,24,0,0,0,1,1
myles-mcdonnell_DCouple.IO,11,6,66,58,0,38,674,78,5,7,0.58,10,10
myles-mcdonnell_DCouple.Mongo,11,6,398,79,1,202,1417,398,4,4,0,14,14
mylodavidd_SoloFaster,16,79,108,3,38,35,1928,382,0,0,7.33,24,24
myruiner_C--Excel-Wrapper,1,0,1,0,0,0,11,1,0,0,0,0,0
n0nick_pewpew,18,98,87,12,38,38,1691,215,1,1,8.49,17,17
nachocove_DnDns,45,88,99,79,1,47,3227,233,29,52,13.39,113,113
naegelyd_therawii,98,408,468,12,240,284,6042,1232,26,37,29.01,302,302
nage31_PasswordCrackerAssignment,16,15,49,22,0,31,893,102,0,0,4.6,13,13
nakayamaqs_Boy7,1,6,5,0,0,0,140,9,0,0,0,0,0
nanangp_perfcounterhelper-mod,11,19,65,37,1,32,1581,212,1,1,3.49,14,14
nano-byte_LightTag,8,3,26,5,1,10,344,50,0,0,0.33,7,7
nardin_Wildcat,38,44,60,6,26,47,1010,140,17,23,5.7,39,39
NashXam_wallet-sized,8,8,22,2,0,16,367,28,0,0,2.2,2,2
nathanmenhinnitt_qdaf,22,16,46,22,1,29,523,71,5,5,0.96,28,28
NAVERTICA_Navertica.SharePoint.Extensions,41,29,354,15,14,334,6550,1322,3,3,4.02,55,55
Nazerbayev_Kvas,24,14,33,43,2,14,761,51,3,3,2.89,28,28
Nazgul07_ActiveDirectoryPasswordRecycler,9,10,27,12,0,14,399,49,0,0,1.28,10,10
nccgroup_UPnP-Pentest-Toolkit,14,113,171,12,4,36,3275,523,0,0,8.85,17,17
ncoussemacq_influxdb.net,8,9,16,11,0,10,195,35,4,4,1.5,4,4
nCubed_Katas-ImperialArmy,21,5,23,12,0,16,229,24,24,22,0.5,8,8
ndd305_Common,65,211,382,71,111,266,20077,1177,0,0,6.86,124,124
necora_ank_git,188,714,1096,400,205,596,23294,3462,63,65,68,216,216
nefrock_voiceversa-win-api,49,100,316,159,19,197,4311,441,24,33,9.64,96,96
neismit_emds,1369,3844,6084,2779,907,4714,151842,20039,914,989,607.73,4224,4224
nelsonduvall_greyhoundracingcore,32,154,80,59,71,71,3095,221,8,8,7.03,59,59
nem-e5i5_Autolithium.core,40,69,220,18,36,200,2598,323,7,12,5.39,49,49
nemec_generator,9,5,27,5,0,15,210,30,5,3,0.75,3,3
Nemto_Analog,10,8,39,35,1,13,958,86,0,0,1.27,9,9
neo2018_ZYFC,248,707,1788,393,129,1132,36587,4639,52,50,63.32,144,144
neokabuto_SFML.NET-Examples,10,10,24,7,10,20,554,70,2,2,0,18,18
NeosIT_generic-exchange-transport-agent,64,68,186,111,1,90,3182,426,47,41,11.67,93,93
netcd_netcd,22,8,72,44,0,41,1692,91,7,5,1.84,35,35
netcordovaleon_UPC-TransSoft,90,39,254,175,0,173,2206,304,50,34,10.21,134,134
NetlabSharedSource_SitecoreUserSync,46,119,208,82,7,119,4293,717,22,23,13.86,59,59
neumann1990_CodingKatas,10,2,16,15,0,10,214,32,5,5,0.62,14,14
nevtum_LucidCQRS,20,11,45,1,2,32,366,63,10,8,1.9,15,15
